lat,lon,depth,sal,temp,p,c,td
69.18644444,-50.009,0.5,NaN,NaN,NaN,NaN,737649.5653
,,1.5,24.18792554,-1.28,NaN,19.945,
,,2.5,24.26079951,-1.29,NaN,19.99428571,
,,3.5,24.34001169,-1.29125,NaN,20.05375,
,,4.5,24.43438045,-1.3,NaN,20.12,
,,5.5,24.57584242,-1.3,NaN,20.22714286,
,,6.5,24.76307083,-1.3,NaN,20.36875,
,,7.5,25.02390249,-1.3,NaN,20.56571429,
,,8.5,25.34174234,-1.297142857,NaN,20.80714286,
,,9.5,25.74473999,-1.28625,NaN,21.1175,
,,10.5,26.10946694,-1.271428571,NaN,21.40142857,
,,11.5,26.42970585,-1.257142857,NaN,21.65142857,
,,12.5,26.62867673,-1.232857143,NaN,21.81714286,
,,13.5,26.92907548,-1.17375,NaN,22.0825,
,,14.5,27.14934749,-1.141428571,NaN,22.27,
,,15.5,27.2847506,-1.112857143,NaN,22.39142857,
,,16.5,27.46528827,-1.0725,NaN,22.555,
,,17.5,27.65923013,-1.024285714,NaN,22.73428571,
,,18.5,27.83946,-0.991428571,NaN,22.89285714,
,,19.5,28.01179638,-0.9525,NaN,23.05,
,,20.5,28.19403396,-0.875714286,NaN,23.24142857,
,,21.5,28.33852625,-0.888571429,NaN,23.34142857,
,,22.5,28.53276322,-0.84,NaN,23.5225,
,,23.5,28.73045332,-0.834285714,NaN,23.67571429,
,,24.5,28.96174556,-0.782857143,NaN,23.88714286,
,,25.5,29.13133758,-0.732857143,NaN,24.05142857,
,,26.5,29.24623478,-0.72375,NaN,24.145,
,,27.5,29.42038067,-0.701428571,NaN,24.29285714,
,,28.5,29.61835108,-0.692857143,NaN,24.44857143,
,,29.5,29.84374867,-0.585,NaN,24.69875,
,,30.5,30.06218158,-0.544285714,NaN,24.89428571,
,,31.5,30.21056317,-0.488571429,NaN,25.04857143,
,,32.5,30.3671588,-0.41375,NaN,25.22375,
,,33.5,30.52091128,-0.485714286,NaN,25.28571429,
,,34.5,30.70797451,-0.467142857,NaN,25.44142857,
,,35.5,30.88365653,-0.39625,NaN,25.62875,
,,36.5,31.0180279,-0.31,NaN,25.79714286,
,,37.5,31.17213686,-0.317142857,NaN,25.90857143,
,,38.5,31.29561776,-0.33625,NaN,25.9875,
,,39.5,31.34815598,-0.292857143,NaN,26.06142857,
,,40.5,31.45266087,-0.295714286,NaN,26.13857143,
,,41.5,31.57388117,-0.28375,NaN,26.24,
,,42.5,31.6113115,-0.205714286,NaN,26.33,
,,43.5,31.6422702,-0.174285714,NaN,26.37857143,
,,44.5,31.67095987,-0.18,NaN,26.39625,
,,45.5,31.80798965,-0.157142857,NaN,26.51857143,
,,46.5,31.89822997,-0.052857143,NaN,26.67,
,,47.5,31.95802734,0.031428571,NaN,26.78285714,
,,48.5,32.00616481,0.11625,NaN,26.8875,
,,49.5,32.07429591,0.184285714,NaN,26.99428571,
,,50.5,32.117854,0.231428571,NaN,27.06571429,
,,51.5,32.15752548,0.3075,NaN,27.1575,
,,52.5,32.15935334,0.345714286,NaN,27.19,
,,53.5,32.1803553,0.357142857,NaN,27.21571429,
,,54.5,32.21975087,0.3725,NaN,27.25875,
,,55.5,32.23376824,0.381428571,NaN,27.27714286,
,,56.5,32.2777105,0.402857143,NaN,27.32857143,
,,57.5,32.31073997,0.42375,NaN,27.37125,
,,58.5,32.34379364,0.448571429,NaN,27.41714286,
,,59.5,32.36010496,0.471428571,NaN,27.44857143,
,,60.5,32.38240067,0.49625,NaN,27.48625,
,,61.5,32.43555551,0.518571429,NaN,27.54571429,
,,62.5,32.47058928,0.52,NaN,27.57428571,
,,63.5,32.52499342,0.54875,NaN,27.64,
,,64.5,32.57783572,0.577142857,NaN,27.70428571,
,,65.5,32.59405044,0.592857143,NaN,27.73,
,,66.5,32.6296566,0.6,NaN,27.76375,
,,67.5,32.65929237,0.622857143,NaN,27.80571429,
,,68.5,32.68816378,0.614285714,NaN,27.82142857,
,,69.5,32.72985782,0.60625,NaN,27.8475,
,,70.5,32.75093052,0.618571429,NaN,27.87428571,
,,71.5,32.78655197,0.63875,NaN,27.91875,
,,72.5,32.82608615,0.66,NaN,27.96714286,
,,73.5,32.8460288,0.668571429,NaN,27.99,
,,74.5,32.85595549,0.68,NaN,28.0075,
,,75.5,32.88218328,0.71,NaN,28.05285714,
,,76.5,32.89265102,0.725714286,NaN,28.07428571,
,,77.5,32.89956927,0.73625,NaN,28.08875,
,,78.5,32.91335173,0.748571429,NaN,28.11,
,,79.5,32.91129285,0.75,NaN,28.11,
,,80.5,32.91232698,0.75,NaN,28.11125,
,,81.5,32.92120113,0.75,NaN,28.11857143,
,,82.5,32.95061291,0.76,NaN,28.15,
,,83.5,32.97099197,0.8025,NaN,28.20125,
,,84.5,32.96917181,0.814285714,NaN,28.21,
,,85.5,32.9713427,0.81,NaN,28.20857143,
,,86.5,32.96796366,0.80375,NaN,28.20125,
,,87.5,32.97118679,0.765714286,NaN,28.17285714,
,,88.5,32.98225569,0.76,NaN,28.17714286,
,,89.5,32.98137569,0.76375,NaN,28.18,
,,90.5,33.00941091,0.762857143,NaN,28.20142857,
,,91.5,33.01449875,0.771428571,NaN,28.21285714,
