Date,Julian Day,Latitude,Longitude,Station name,Depth (m),Temp (°C),Conductivity (S/m),Salinity (PSU),Density (kg/m^3),Fluorescence (arbitrary),Turbidity (FTU),PAR/Irradiance,ID_CTD
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,1.0,-0.627,2.5536,31.1067,1024.992,0.16,2.603,483.59,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,2.0,-0.886,2.7874,34.4053,1027.6757,0.21,-0.429,20.0,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,3.0,-0.589,2.7517,33.6286,1027.0404,0.22,0.321,121.78,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,4.0,-0.550,2.7568,33.6541,1027.0643,0.24,0.305,107.73,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,5.0,-0.515,2.7587,33.6401,1027.0564,0.25,0.375,98.81,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,6.0,-0.507,2.76,33.648,1027.0673,0.26,0.328,89.58,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,7.0,-0.490,2.7614,33.6472,1027.0708,0.28,0.322,81.05,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,8.0,-0.482,2.7626,33.654,1027.0808,0.29,0.318,72.61,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,9.0,-0.478,2.7633,33.658,1027.0886,0.32,0.307,64.44,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,10.0,-0.473,2.7635,33.6546,1027.0905,0.36,0.331,57.13,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,11.0,-0.448,2.7661,33.6611,1027.0995,0.37,0.334,51.81,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,12.0,-0.408,2.7698,33.665,1027.1057,0.40,0.317,47.5,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,13.0,-0.362,2.7736,33.6652,1027.1087,0.45,0.3,44.15,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,14.0,-0.333,2.7765,33.6717,1027.1174,0.48,0.302,41.08,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,15.0,-0.295,2.7802,33.6776,1027.1253,0.54,0.309,38.03,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,16.0,-0.280,2.7818,33.6817,1027.1327,0.57,0.314,34.99,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,17.0,-0.257,2.7836,33.6797,1027.1349,0.64,0.309,31.84,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,18.0,-0.246,2.7851,33.687,1027.145,0.65,0.283,29.04,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,19.0,-0.231,2.7863,33.686,1027.1484,0.70,0.296,26.38,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,20.0,-0.226,2.7869,33.6865,1027.1533,0.69,0.34,23.92,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,21.0,-0.217,2.7881,33.6929,1027.163,0.70,0.29,21.5,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,22.0,-0.195,2.7898,33.6907,1027.165,0.75,0.291,19.27,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,23.0,-0.186,2.7906,33.692,1027.1704,0.78,0.304,17.43,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,24.0,-0.187,2.7907,33.6919,1027.1752,0.79,0.307,15.83,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,25.0,-0.180,2.7915,33.6951,1027.1823,0.78,0.292,14.53,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,26.0,-0.168,2.7931,33.7023,1027.1924,0.73,0.269,13.44,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,27.0,-0.131,2.7964,33.7048,1027.1974,0.77,0.294,12.44,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,28.0,-0.101,2.7987,33.7016,1027.1981,0.76,0.286,11.5,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,29.0,-0.095,2.7991,33.6997,1027.2011,0.75,0.304,10.61,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,30.0,-0.094,2.7994,33.7007,1027.2067,0.76,0.29,9.73,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,31.0,-0.089,2.8001,33.7046,1027.2145,0.73,0.257,8.91,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,32.0,-0.077,2.8012,33.7049,1027.2189,0.72,0.306,8.17,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,33.0,-0.071,2.8015,33.7034,1027.2222,0.71,0.277,7.5,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,34.0,-0.069,2.8018,33.7038,1027.2273,0.77,0.285,6.84,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,35.0,-0.062,2.8027,33.7066,1027.234,0.70,0.305,6.29,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,36.0,-0.057,2.803,33.7051,1027.2374,0.69,0.293,5.76,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,37.0,-0.055,2.8037,33.7111,1027.2469,0.68,0.265,5.25,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,38.0,-0.037,2.805,33.7086,1027.2488,0.68,0.273,4.82,Seabird SBE19plus
2020-04-02,43923,69° 13.287 N,53° 39.229 W,Vinter station,39.0,-0.033,2.8054,33.7088,1027.2536,0.70,0.287,4.42,Seabird SBE19plus
